VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2019-01-10 17:15:38,2019-01-10 17:21:59,N,1,166,152,1,1.34,7,1,0.5,1.76,0,,0.3,10.56,1,1,
2,2019-01-10 17:24:59,2019-01-10 17:35:11,N,1,152,151,1,1.76,9,1,0.5,2.7,0,,0.3,13.5,1,1,
2,2019-01-10 17:41:45,2019-01-10 17:55:41,N,1,166,243,1,4.02,14,1,0.5,3.16,0,,0.3,18.96,1,1,
2,2019-01-10 17:26:12,2019-01-10 18:17:42,N,1,95,49,1,9.37,38,1,0.5,0,0,,0.3,39.8,1,1,
2,2019-01-10 17:01:56,2019-01-10 17:11:33,N,1,75,42,2,1.99,8.5,1,0.5,2,0,,0.3,12.3,1,1,
2,2019-01-10 17:12:47,2019-01-10 17:18:16,N,1,42,42,2,.96,5.5,1,0.5,0,0,,0.3,7.3,2,1,
2,2019-01-10 17:22:28,2019-01-10 17:40:56,N,1,42,238,2,2.74,13.5,1,0.5,3.06,0,,0.3,18.36,1,1,
2,2019-01-10 17:54:35,2019-01-10 18:44:50,N,5,75,26,1,14.68,47.54,0,0.5,0,5.76,,0,53.8,1,2,
2,2019-01-10 17:26:44,2019-01-10 17:46:35,N,1,49,181,1,2.83,14,1,0.5,0,0,,0.3,15.8,2,1,
2,2019-01-10 17:18:37,2019-01-10 17:27:47,N,1,95,56,3,1.58,8,1,0.5,0,0,,0.3,9.8,2,1,
2,2019-01-10 17:13:34,2019-01-10 17:43:04,N,1,130,223,1,9.49,31,1,0.5,0,0,,0.3,32.8,1,1,
2,2019-01-10 17:20:08,2019-01-10 17:35:20,N,1,97,188,1,2.30,12,1,0.5,0,0,,0.3,13.8,1,1,
2,2019-01-10 17:29:14,2019-01-10 18:08:09,N,1,89,222,1,5.16,26,1,0.5,0,0,,0.3,27.8,1,1,
2,2019-01-10 17:15:48,2019-01-10 17:21:10,N,1,7,7,1,.75,5.5,1,0.5,0,0,,0.3,7.3,2,1,
2,2019-01-10 17:46:10,2019-01-10 17:53:55,N,1,193,145,1,1.72,7.5,1,0.5,0.09,0,,0.3,11.34,1,1,
2,2019-01-10 17:52:04,2019-01-10 18:00:35,N,1,95,95,1,.98,7.5,1,0.5,1.86,0,,0.3,11.16,1,1,
1,2019-01-10 17:24:09,2019-01-10 17:33:38,N,1,65,40,1,1.00,7.5,1,0.5,0,0,,0.3,9.3,3,1,
2,2019-01-10 17:42:41,2019-01-10 17:52:43,N,1,247,69,1,1.24,8,1,0.5,0,0,,0.3,9.8,1,1,
1,2019-01-10 17:02:21,2019-01-10 17:47:53,N,1,97,77,1,5.90,29.5,1,0.5,6.25,0,,0.3,37.55,1,1,
2,2019-01-10 17:16:13,2019-01-10 17:57:48,N,1,25,168,1,12.16,38.5,1,0.5,0,0,,0.3,40.3,1,1,
1,2019-01-10 17:03:53,2019-01-10 17:08:11,N,1,43,74,0,.90,5,1,0.5,0,0,,0.3,6.8,2,1,
1,2019-01-10 17:24:27,2019-01-10 17:30:30,N,1,43,74,0,1.50,7,1,0.5,0,0,,0.3,8.8,2,1,
1,2019-01-10 17:37:29,2019-01-10 17:52:14,N,1,74,236,1,1.90,11,1,0.5,2.55,0,,0.3,15.35,1,1,
1,2019-01-10 17:59:00,2019-01-10 18:08:33,N,1,75,262,0,1.10,8,1,0.5,1.95,0,,0.3,11.75,1,1,
1,2019-01-10 17:01:34,2019-01-10 17:10:03,N,1,74,43,1,1.30,7.5,1,0.5,1.85,0,,0.3,11.15,1,1,
1,2019-01-10 17:14:32,2019-01-10 17:25:14,N,1,75,263,2,1.20,8.5,1,0.5,2.55,0,,0.3,12.85,1,1,
1,2019-01-10 17:40:24,2019-01-10 17:55:54,N,1,74,236,1,1.90,11,1,0.5,2.55,0,,0.3,15.35,1,1,
1,2019-01-10 17:59:20,2019-01-10 18:09:18,N,1,75,166,0,1.70,8.5,1,0.5,1.55,0,,0.3,11.85,1,1,
2,2019-01-10 17:06:59,2019-01-10 17:31:32,N,1,74,239,1,3.55,17.5,1,0.5,3.86,0,,0.3,23.16,1,1,
2,2019-01-10 17:43:49,2019-01-10 17:51:10,N,1,75,41,1,1.29,7,1,0.5,1.76,0,,0.3,10.56,1,1,
2,2019-01-10 17:53:20,2019-01-10 18:23:15,N,1,41,182,1,7.41,25,1,0.5,0,0,,0.3,26.8,2,1,
2,2019-01-10 17:09:04,2019-01-10 17:14:12,N,1,41,41,1,.76,5,1,0.5,0,0,,0.3,6.8,2,1,
2,2019-01-10 17:25:46,2019-01-10 17:30:39,N,1,166,152,1,.81,-5,-1,-0.5,0,0,,-0.3,-6.8,3,1,
2,2019-01-10 17:25:46,2019-01-10 17:30:39,N,1,166,152,1,.81,5,1,0.5,0,0,,0.3,6.8,2,1,
2,2019-01-10 17:44:08,2019-01-10 18:06:01,N,1,41,244,1,3.82,16,1,0.5,1.2,0,,0.3,19,1,1,
2,2019-01-10 17:41:19,2019-01-10 17:57:44,N,1,14,228,1,1.76,11.5,1,0.5,0,0,,0.3,13.3,1,1,
2,2019-01-10 17:13:04,2019-01-10 17:51:50,N,5,196,47,1,11.77,39.78,0,0.5,0,5.76,,0,46.04,1,2,
2,2019-01-10 17:47:01,2019-01-10 17:57:40,N,1,82,138,1,3.20,11.5,1,0.5,3.99,0,,0.3,17.29,1,1,
2,2019-01-10 16:59:40,2019-01-10 17:18:56,N,1,25,17,1,1.93,13,1,0.5,0,0,,0.3,14.8,1,1,
2,2019-01-10 17:58:24,2019-01-10 18:10:46,N,1,97,181,1,1.25,9,1,0.5,1,0,,0.3,11.8,1,1,
2,2019-01-10 17:26:02,2019-01-10 17:40:06,N,1,82,226,1,2.01,11,1,0.5,0,0,,0.3,12.8,2,1,
2,2019-01-10 17:57:46,2019-01-10 18:01:26,N,1,7,7,1,.78,5,1,0.5,1.7,0,,0.3,8.5,1,1,
2,2019-01-10 17:43:46,2019-01-10 17:46:49,N,1,22,22,1,.35,4,1,0.5,0,0,,0.3,5.8,1,1,
2,2019-01-10 17:55:32,2019-01-10 18:00:08,N,1,22,22,1,.65,5,1,0.5,0,0,,0.3,6.8,1,1,
2,2019-01-10 17:05:14,2019-01-10 17:18:33,N,1,33,195,1,2.14,11,1,0.5,0,0,,0.3,12.8,1,1,
2,2019-01-10 17:28:58,2019-01-10 17:47:49,N,1,52,80,1,5.09,18,1,0.5,0,0,,0.3,19.8,1,1,
2,2019-01-10 17:30:51,2019-01-10 18:35:58,N,1,225,201,1,12.75,49,1,0.5,0,2.16,,0.3,52.96,1,1,
2,2019-01-10 17:10:46,2019-01-10 17:54:57,N,1,197,256,1,9.49,33.5,1,0.5,0,0,,0.3,35.3,1,1,
2,2019-01-10 17:34:28,2019-01-10 18:02:39,N,1,74,237,1,3.79,19.5,1,0.5,0,0,,0.3,21.3,2,1,
2,2019-01-10 17:32:44,2019-01-10 17:40:41,N,1,75,236,1,.82,7,1,0.5,1,0,,0.3,9.8,1,1,
2,2019-01-10 17:53:31,2019-01-10 18:00:11,N,1,41,236,1,1.53,7,1,0.5,1.76,0,,0.3,10.56,1,1,
2,2019-01-10 17:28:53,2019-01-10 17:57:51,N,1,197,196,1,4.28,21,1,0.5,0,0,,0.3,22.8,1,1,
2,2019-01-10 17:03:09,2019-01-10 17:47:41,N,1,95,95,1,10.53,37.5,1,0.5,7.86,0,,0.3,47.16,1,1,
2,2019-01-10 17:58:23,2019-01-10 18:13:40,N,1,69,169,1,1.97,10.5,1,0.5,0,0,,0.3,12.3,2,1,
2,2019-01-10 17:59:52,2019-01-10 18:48:37,N,1,33,39,1,7.71,33.5,1,0.5,0,0,,0.3,35.3,1,1,
2,2019-01-10 17:24:12,2019-01-10 18:31:11,N,1,71,182,1,19.16,63,1,0.5,0,5.76,,0.3,70.56,1,1,
2,2019-01-10 17:53:00,2019-01-10 17:58:39,N,1,7,193,1,1.01,6,1,0.5,0,0,,0.3,7.8,2,1,
2,2019-01-10 18:03:27,2019-01-10 18:11:38,N,1,146,7,1,1.41,7.5,1,0.5,0,0,,0.3,9.3,2,1,
2,2019-01-10 17:55:51,2019-01-10 18:36:39,N,5,40,210,1,8.65,41.63,0,0.5,0,0,,0,42.13,1,2,
2,2019-01-10 17:03:24,2019-01-10 17:37:48,N,5,22,89,1,4.35,26.91,0,0.5,0,0,,0,27.41,1,2,
2,2019-01-10 17:49:54,2019-01-10 18:09:59,N,1,89,91,1,2.72,14,1,0.5,0,0,,0.3,15.8,1,1,
2,2019-01-10 17:59:14,2019-01-10 18:18:42,N,1,41,244,1,3.04,14,1,0.5,0,0,,0.3,15.8,1,1,
2,2019-01-10 17:41:09,2019-01-10 17:47:29,N,1,82,129,1,1.04,6,1,0.5,1.56,0,,0.3,9.36,1,1,
2,2019-01-10 18:03:59,2019-01-10 18:12:42,N,1,82,129,1,1.31,7.5,1,0.5,1.86,0,,0.3,11.16,1,1,
2,2019-01-10 17:15:10,2019-01-10 17:38:14,N,1,61,52,1,2.61,15,1,0.5,4.2,0,,0.3,22.95,1,1,
2,2019-01-10 17:41:33,2019-01-10 17:55:12,N,1,52,66,1,1.37,10,1,0.5,2.36,0,,0.3,14.16,1,1,
2,2019-01-10 17:56:13,2019-01-10 18:02:27,N,1,66,33,1,.49,5.5,1,0.5,1.46,0,,0.3,8.76,1,1,
2,2019-01-10 17:40:17,2019-01-10 17:46:40,N,1,255,256,1,.90,6,1,0.5,1.56,0,,0.3,9.36,1,1,
2,2019-01-10 17:58:42,2019-01-10 18:03:46,N,1,255,256,1,.94,5.5,1,0.5,1.46,0,,0.3,8.76,1,1,
2,2019-01-10 17:22:33,2019-01-10 17:50:47,N,1,97,189,1,1.69,17,1,0.5,0,0,,0.3,18.8,1,1,
2,2019-01-10 17:02:08,2019-01-10 17:41:31,N,1,205,77,1,9.05,31.5,1,0.5,0,0,,0.3,33.3,1,1,
2,2019-01-10 17:19:46,2019-01-10 17:29:24,N,1,83,226,1,1.56,9,1,0.5,0,0,,0.3,10.8,1,1,
1,2019-01-10 17:30:18,2019-01-10 17:33:51,N,1,134,28,1,.70,4.5,1,0.5,0,0,,0.3,6.3,1,1,
2,2019-01-10 17:47:07,2019-01-10 17:52:47,N,1,41,41,1,.98,6,1,0.5,0,0,,0.3,7.8,2,1,
1,2019-01-10 17:02:37,2019-01-10 17:06:49,N,1,75,75,1,.50,4.5,1,0.5,0,0,,0.3,6.3,2,1,
1,2019-01-10 17:15:29,2019-01-10 17:19:57,N,1,75,74,1,1.30,6,1,0.5,1.55,0,,0.3,9.35,1,1,
1,2019-01-10 17:42:04,2019-01-10 17:47:48,N,1,75,74,1,1.00,6,1,0.5,0,0,,0.3,7.8,2,1,
1,2019-01-10 17:58:10,2019-01-10 18:09:20,N,1,75,142,1,2.30,10,1,0.5,2.35,0,,0.3,14.15,1,1,
2,2019-01-10 17:51:40,2019-01-10 18:07:21,N,1,97,225,1,2.50,12,1,0.5,0,0,,0.3,13.8,1,1,
2,2019-01-10 17:47:28,2019-01-10 17:52:01,N,1,42,42,1,1.04,5.5,1,0.5,1.46,0,,0.3,8.76,1,1,
2,2019-01-10 17:53:58,2019-01-10 18:02:37,N,1,74,42,1,.46,6,1,0.5,0,0,,0.3,7.8,2,1,
2,2019-01-10 17:07:12,2019-01-10 17:31:53,N,1,74,237,1,3.49,18,1,0.5,4.95,0,,0.3,24.75,1,1,
2,2019-01-10 17:54:57,2019-01-10 18:01:43,N,1,43,238,1,1.14,6.5,1,0.5,1.66,0,,0.3,9.96,1,1,
2,2019-01-10 17:23:22,2019-01-10 18:08:44,N,1,75,174,1,8.42,31.5,1,0.5,0,0,,0.3,33.3,1,1,
2,2019-01-10 17:16:31,2019-01-10 18:09:41,N,1,129,35,1,13.33,47,1,0.5,0,0,,0.3,48.8,1,1,
2,2019-01-10 17:11:21,2019-01-10 17:52:36,N,1,78,168,3,3.38,25.5,1,0.5,0,0,,0.3,27.3,1,1,
2,2019-01-10 17:26:58,2019-01-10 17:40:17,N,1,189,106,2,1.79,10,1,0.5,1.77,0,,0.3,15.52,1,1,
2,2019-01-10 17:55:47,2019-01-10 18:16:40,N,1,66,162,2,6.23,21.5,1,0.5,5,0,,0.3,28.3,1,1,
2,2019-01-10 17:25:14,2019-01-10 17:53:25,N,1,208,18,1,6.24,24,1,0.5,0,0,,0.3,25.8,1,1,
2,2019-01-10 17:13:35,2019-01-10 17:23:58,N,1,196,82,2,1.04,8,1,0.5,0,0,,0.3,9.8,2,1,
2,2019-01-10 17:11:13,2019-01-10 17:16:38,N,1,166,151,1,.96,5.5,1,0.5,1.46,0,,0.3,8.76,1,1,
2,2019-01-10 17:28:21,2019-01-10 17:36:55,N,1,166,43,1,1.19,7.5,1,0.5,0,0,,0.3,9.3,1,1,
2,2019-01-10 17:45:49,2019-01-10 17:50:36,N,1,43,236,1,.72,5,1,0.5,0.82,0,,0.3,7.62,1,1,
2,2019-01-10 17:59:02,2019-01-10 18:05:47,N,1,75,74,1,1.36,7,1,0.5,0,0,,0.3,8.8,2,1,
2,2019-01-10 17:54:36,2019-01-10 17:58:12,N,1,52,40,1,.67,4.5,1,0.5,1.26,0,,0.3,7.56,1,1,
2,2019-01-10 17:18:07,2019-01-10 17:50:22,N,5,235,74,1,5.67,18.73,0,0.5,0,0,,0,19.23,1,2,
2,2019-01-10 17:57:40,2019-01-11 17:50:22,N,1,74,41,1,.85,6.5,1,0.5,0,0,,0.3,8.3,2,1,
2,2019-01-10 17:39:27,2019-01-10 18:05:53,N,1,82,121,1,6.73,22.5,1,0.5,2.08,0,,0.3,26.38,1,1,
2,2019-01-10 17:03:03,2019-01-10 17:39:34,N,1,33,193,1,7.47,28,1,0.5,0,0,,0.3,29.8,1,1,
2,2019-01-10 17:41:39,2019-01-10 17:46:04,N,1,75,74,1,.72,5,1,0.5,1.2,0,,0.3,8,1,1,
2,2019-01-10 17:16:02,2019-01-10 17:24:34,N,1,74,42,1,.85,7,1,0.5,0,0,,0.3,8.8,2,1,
2,2019-01-10 17:36:11,2019-01-10 17:47:49,N,1,41,75,1,1.53,9,1,0.5,0,0,,0.3,10.8,1,1,
2,2019-01-10 17:52:25,2019-01-10 17:56:52,N,1,75,75,1,.71,5,1,0.5,0,0,,0.3,6.8,2,1,
2,2019-01-10 17:16:43,2019-01-10 17:24:48,N,1,82,83,5,1.32,7.5,1,0.5,1.86,0,,0.3,11.16,1,1,
2,2019-01-10 17:48:45,2019-01-10 18:05:58,N,1,82,129,5,1.69,11.5,1,0.5,3,0,,0.3,16.3,1,1,
2,2019-01-10 17:12:06,2019-01-10 18:37:15,N,1,89,183,5,28.94,87,1,0.5,0,5.76,,0.3,94.56,1,1,
2,2019-01-10 17:56:47,2019-01-10 17:59:38,N,1,248,248,1,.56,4,1,0.5,0,0,,0.3,5.8,2,1,
2,2019-01-10 17:44:48,2019-01-10 17:54:44,N,1,75,74,1,1.76,8.5,1,0.5,0,0,,0.3,10.3,2,1,
2,2019-01-10 17:42:57,2019-01-10 17:43:06,N,5,216,216,1,.00,13,0,0,0,0,,0,13,1,2,
2,2019-01-10 17:07:03,2019-01-10 17:09:45,N,1,223,223,1,.35,4,1,0.5,1.16,0,,0.3,6.96,1,1,
2,2019-01-10 17:25:07,2019-01-10 17:52:44,N,1,223,75,1,5.47,23,1,0.5,0,5.76,,0.3,30.56,2,1,
2,2019-01-10 17:07:41,2019-01-10 17:28:29,N,1,74,239,1,3.55,16,1,0.5,3.56,0,,0.3,21.36,1,1,
2,2019-01-10 18:00:04,2019-01-10 18:13:32,N,1,74,263,1,1.89,10.5,1,0.5,2.46,0,,0.3,14.76,1,1,
2,2019-01-10 17:43:58,2019-01-10 17:57:23,N,1,130,205,1,2.52,11,1,0.5,0,0,,0.3,12.8,1,1,
2,2019-01-10 17:53:14,2019-01-10 18:34:09,N,1,196,198,1,4.63,26,1,0.5,0,0,,0.3,27.8,2,1,
1,2019-01-10 17:16:56,2019-01-10 17:26:42,N,1,129,223,1,2.20,9.5,1,0.5,0,0,,0.3,11.3,2,1,
2,2019-01-10 17:18:13,2019-01-10 17:25:43,N,1,210,210,1,1.27,7,1,0.5,1.76,0,,0.3,10.56,1,1,
2,2019-01-10 17:01:42,2019-01-10 18:50:05,N,1,41,188,3,15.24,70,1,0.5,0,0,,0.3,71.8,1,1,
1,2019-01-10 17:27:20,2019-01-10 17:35:18,N,1,75,42,1,1.60,7.5,1,0.5,0,0,,0.3,9.3,2,1,
1,2019-01-10 17:55:50,2019-01-10 18:01:44,N,1,42,116,1,.60,5.5,1,0.5,0,0,,0.3,7.3,2,1,
2,2019-01-10 17:04:19,2019-01-10 17:20:17,N,1,37,36,1,1.98,11,1,0.5,0,0,,0.3,12.8,1,1,
2,2019-01-10 17:46:59,2019-01-10 17:54:59,N,1,35,35,1,.86,7,1,0.5,0,0,,0.3,8.8,1,1,
2,2019-01-10 17:33:43,2019-01-10 17:46:45,N,1,41,151,1,1.53,10,1,0.5,0,0,,0.3,11.8,2,1,
2,2019-01-10 17:51:12,2019-01-10 18:03:44,N,1,166,42,1,2.27,11,1,0.5,0,0,,0.3,12.8,2,1,
2,2019-01-10 17:59:37,2019-01-10 18:10:50,N,1,92,252,2,2.29,10.5,1,0.5,2.46,0,,0.3,14.76,1,1,
2,2019-01-10 17:29:07,2019-01-10 17:46:26,N,1,95,215,1,3.02,13.5,1,0.5,0,0,,0.3,15.3,1,1,
2,2019-01-10 17:16:13,2019-01-10 17:18:45,N,1,25,40,1,.61,4,1,0.5,0,0,,0.3,5.8,2,1,
2,2019-01-10 17:36:39,2019-01-10 17:44:59,N,1,33,66,1,1.08,7,1,0.5,0,0,,0.3,8.8,2,1,
2,2019-01-10 17:49:37,2019-01-10 17:54:58,N,1,33,54,1,1.00,5.5,1,0.5,0,0,,0.3,7.3,2,1,
2,2019-01-10 17:37:27,2019-01-10 17:42:27,N,1,179,7,2,.60,5,1,0.5,15,0,,0.3,21.8,1,1,
2,2019-01-10 17:20:46,2019-01-10 17:28:51,N,1,42,116,1,.99,6.5,1,0.5,0,0,,0.3,8.3,2,1,
2,2019-01-10 17:45:38,2019-01-10 17:56:55,N,1,41,74,1,.79,8,1,0.5,0,0,,0.3,9.8,2,1,
2,2019-01-10 18:01:17,2019-01-10 18:10:47,N,1,74,42,1,1.31,7.5,1,0.5,0,0,,0.3,9.3,2,1,
2,2019-01-10 17:23:14,2019-01-10 18:01:56,N,1,37,49,1,4.18,24.5,1,0.5,4.47,0,,0.3,32.72,1,1,
2,2019-01-10 17:41:31,2019-01-10 17:47:39,N,1,159,168,2,.80,6,1,0.5,0,0,,0.3,7.8,2,1,
2,2019-01-10 17:49:28,2019-01-10 18:18:34,N,1,66,61,1,4.18,20,1,0.5,4.36,0,,0.3,26.16,1,1,
2,2019-01-10 17:17:04,2019-01-10 17:30:00,N,1,82,129,1,1.25,9.5,1,0.5,0,0,,0.3,11.3,2,1,
2,2019-01-10 17:58:11,2019-01-10 18:12:06,N,1,129,7,1,2.67,12.5,1,0.5,0,0,,0.3,14.3,2,1,
1,2019-01-10 17:34:27,2019-01-10 17:37:43,N,1,42,42,1,.40,4,1,0.5,2,0,,0.3,7.8,1,1,
1,2019-01-10 17:54:40,2019-01-10 18:05:18,N,1,41,166,1,1.10,8,1,0.5,0,0,,0.3,9.8,4,1,
2,2019-01-10 17:06:18,2019-01-10 17:49:58,N,1,26,149,2,10.08,35,1,0.5,0,0,,0.3,36.8,1,1,
2,2019-01-10 17:39:36,2019-01-11 17:14:17,N,1,129,7,1,2.94,15,1,0.5,0,0,,0.3,16.8,2,1,
2,2019-01-10 17:37:17,2019-01-10 17:43:04,N,1,75,74,1,1.60,7,1,0.5,1.76,0,,0.3,10.56,1,1,
2,2019-01-10 17:09:09,2019-01-10 18:29:46,N,5,41,61,1,14.31,46.38,0,0.5,0,5.76,,0,52.64,1,2,
2,2019-01-10 17:43:50,2019-01-10 17:57:03,N,1,7,223,1,1.76,9.5,1,0.5,0,0,,0.3,11.3,2,1,
2,2019-01-10 17:46:20,2019-01-10 17:55:10,N,1,77,76,1,1.47,8,1,0.5,0,0,,0.3,9.8,2,1,
2,2019-01-10 17:21:24,2019-01-10 17:41:13,N,1,97,17,1,2.03,13.5,1,0.5,0,0,,0.3,15.3,2,1,
2,2019-01-10 17:51:40,2019-01-10 18:02:54,N,1,49,65,1,1.27,8.5,1,0.5,2.06,0,,0.3,12.36,1,1,
1,2019-01-10 17:03:11,2019-01-10 17:26:19,N,1,29,91,1,6.90,23.5,1,0.5,0,0,,0.3,25.3,1,1,
1,2019-01-10 17:44:54,2019-01-10 18:25:11,N,1,91,86,1,12.80,39,1,0.5,0,2.16,,0.3,42.96,1,1,
2,2019-01-10 17:45:24,2019-01-10 18:05:21,N,1,226,193,1,1.95,13,1,0.5,0,0,,0.3,14.8,1,1,
1,2019-01-10 17:14:07,2019-01-10 17:30:29,N,1,65,181,1,2.10,11.5,1,0.5,0,0,,0.3,13.3,2,1,
1,2019-01-10 17:37:09,2019-01-10 17:41:11,N,1,181,181,1,.40,4.5,1,0.5,1.85,0,,0.3,8.15,1,1,
1,2019-01-10 17:46:01,2019-01-10 18:02:59,N,1,181,62,1,1.70,12,1,0.5,0,0,,0.3,13.8,2,1,
2,2019-01-10 17:04:30,2019-01-10 17:40:14,N,1,165,61,1,4.75,23.5,1,0.5,0,0,,0.3,25.3,1,1,
2,2019-01-10 17:22:01,2019-01-10 17:45:00,N,1,81,174,1,4.04,18,1,0.5,0,0,,0.3,19.8,1,1,
2,2019-01-10 17:15:35,2019-01-10 17:27:03,N,1,260,138,1,3.49,12.5,1,0.5,2.86,0,,0.3,17.16,1,1,
2,2019-01-10 17:09:59,2019-01-10 17:32:58,N,1,42,142,1,4.15,18,1,0.5,0,0,,0.3,19.8,2,1,
2,2019-01-10 17:24:37,2019-01-10 18:25:59,N,5,93,93,1,16.29,50.46,0,0.5,0,0,,0,50.96,1,2,
2,2019-01-10 17:17:06,2019-01-10 17:29:30,N,1,112,255,1,1.59,9.5,1,0.5,2.82,0,,0.3,14.12,1,1,
2,2019-01-10 17:11:59,2019-01-10 17:18:53,N,1,75,43,1,1.31,7,1,0.5,0,0,,0.3,8.8,1,1,
2,2019-01-10 17:31:39,2019-01-10 18:22:26,N,1,43,130,1,13.52,44.5,1,0.5,0,5.76,,0.3,52.06,2,1,
2,2019-01-10 17:01:17,2019-01-10 17:09:04,N,1,7,193,1,.62,6,1,0.5,1,0,,0.3,8.8,1,1,
2,2019-01-10 17:22:06,2019-01-10 17:33:49,N,1,146,226,1,1.88,9.5,1,0.5,0,0,,0.3,11.3,2,1,
2,2019-01-10 16:57:47,2019-01-10 17:06:28,N,1,223,129,5,1.76,8.5,1,0.5,0,0,,0.3,10.3,2,1,
2,2019-01-10 17:34:18,2019-01-10 17:48:59,N,1,223,138,5,3.56,14.5,1,0.5,3.26,0,,0.3,19.56,1,1,
2,2019-01-10 17:29:44,2019-01-10 17:45:23,N,1,41,179,1,3.55,15,1,0.5,6.77,5.76,,0.3,29.33,1,1,
2,2019-01-10 17:14:16,2019-01-10 17:41:38,N,1,181,67,1,4.80,20,1,0.5,0,0,,0.3,21.8,2,1,
2,2019-01-10 17:39:57,2019-01-10 18:06:00,N,5,130,219,1,4.66,20.59,0,0.5,0,0,,0,21.09,1,2,
2,2019-01-10 17:12:08,2019-01-10 17:20:27,N,1,255,256,1,.90,7,1,0.5,2.2,0,,0.3,11,1,1,
2,2019-01-10 17:57:46,2019-01-10 18:32:27,N,1,65,89,1,3.03,21,1,0.5,2,0,,0.3,24.8,1,1,
2,2019-01-10 17:21:49,2019-01-10 17:23:33,N,1,146,7,1,.41,3.5,1,0.5,0,0,,0.3,5.3,2,1,
2,2019-01-10 17:15:32,2019-01-10 17:50:23,N,1,244,138,1,11.13,35.5,1,0.5,8.61,5.76,,0.3,51.67,1,1,
2,2019-01-10 17:26:32,2019-01-10 17:35:57,N,1,244,116,1,1.53,8,1,0.5,0,0,,0.3,9.8,2,1,
2,2019-01-10 17:47:01,2019-01-10 17:56:38,N,5,244,243,1,1.49,8,0,0,0,0,,0,8,2,2,
2,2019-01-10 17:05:33,2019-01-10 17:25:25,N,1,92,92,1,3.36,14.5,1,0.5,0,0,,0.3,16.3,2,1,
2,2019-01-10 17:16:17,2019-01-10 17:32:13,N,1,226,223,1,1.80,11,1,0.5,0,0,,0.3,12.8,2,1,
2,2019-01-10 17:42:25,2019-01-10 17:48:19,N,1,7,7,1,.88,5.5,1,0.5,0,0,,0.3,7.3,2,1,
2,2019-01-10 17:55:21,2019-01-10 18:08:11,N,1,7,193,1,1.90,10,1,0.5,0,0,,0.3,11.8,2,1,
2,2019-01-10 17:51:26,2019-01-10 18:26:49,N,1,65,14,1,8.29,27.5,1,0.5,15,0,,0.3,44.3,1,1,
2,2019-01-10 17:56:51,2019-01-10 18:20:33,N,5,82,28,1,4.86,18.1,0,0.5,0,0,,0,18.6,2,2,
2,2019-01-10 17:56:54,2019-01-10 18:16:31,N,1,247,41,1,2.67,14.5,1,0.5,3.26,0,,0.3,19.56,1,1,
1,2019-01-10 17:46:25,2019-01-10 18:01:06,N,1,74,166,1,2.00,11,1,0.5,2.55,0,,0.3,15.35,1,1,
1,2019-01-10 17:46:34,2019-01-10 17:55:49,N,1,42,116,1,1.50,8,1,0.5,0,0,,0.3,9.8,2,1,
2,2019-01-10 17:56:06,2019-01-10 18:10:12,N,1,43,143,1,2.59,11.5,1,0.5,2.66,0,,0.3,15.96,1,1,
2,2019-01-10 18:03:07,2019-01-10 18:07:18,N,1,65,25,1,.54,4.5,1,0.5,0,0,,0.3,6.3,2,1,
2,2019-01-10 17:01:43,2019-01-10 17:33:03,N,5,73,129,1,5.18,19.2,0,0.5,0,0,,0,19.7,1,2,
2,2019-01-10 17:12:25,2019-01-10 17:18:41,N,1,41,42,1,1.19,6,1,0.5,1.95,0,,0.3,9.75,1,1,
2,2019-01-10 17:21:12,2019-01-10 17:39:39,N,1,42,168,1,1.88,12.5,1,0.5,0,0,,0.3,14.3,2,1,
2,2019-01-10 17:46:03,2019-01-10 17:47:41,N,1,74,74,1,.19,3,1,0.5,0,0,,0.3,4.8,2,1,
2,2019-01-10 17:20:56,2019-01-10 17:37:01,N,1,244,166,1,2.88,14,1,0.5,3.16,0,,0.3,18.96,1,1,
2,2019-01-10 17:59:22,2019-01-10 18:10:53,N,1,244,243,1,2.92,11.5,1,0.5,0,0,,0.3,13.3,2,1,
1,2019-01-10 17:08:39,2019-01-10 17:18:17,N,1,82,92,1,2.00,9,1,0.5,0,0,,0.3,10.8,2,1,
1,2019-01-10 17:36:12,2019-01-10 17:43:16,N,1,82,129,1,1.00,6.5,1,0.5,1.65,0,,0.3,9.95,1,1,
2,2019-01-10 17:32:05,2019-01-10 17:45:24,N,1,244,166,1,3.15,12.5,1,0.5,0,0,,0.3,14.3,2,1,
2,2019-01-10 17:45:16,2019-01-10 17:50:38,N,1,7,7,1,.54,5,1,0.5,1.36,0,,0.3,8.16,1,1,
2,2019-01-10 17:31:11,2019-01-10 18:04:42,N,5,130,76,1,8.80,29.22,0,0.5,0,0,,0,29.72,1,2,
2,2019-01-10 17:43:22,2019-01-10 18:01:28,N,1,39,72,2,2.06,12.5,1,0.5,2.86,0,,0.3,17.16,1,1,
2,2019-01-10 17:28:49,2019-01-10 17:32:59,N,1,116,116,1,.75,5,1,0.5,0,0,,0.3,6.8,2,1,
2,2019-01-10 17:59:21,2019-01-10 18:21:35,N,1,242,167,1,4.31,18,1,0.5,0,0,,0.3,19.8,1,1,
