VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,2019-01-10 17:47:02,2019-01-10 17:58:26,N,1,7,179,1,1.53,8.5,1,0.5,0,0,,0.3,10.3,2,1,
2,2019-01-10 17:23:14,2019-01-10 17:47:01,N,1,33,189,1,1.67,15,1,0.5,0,0,,0.3,16.8,1,1,
2,2019-01-10 17:25:15,2019-01-10 17:36:42,N,1,97,33,2,1.28,9,1,0.5,2.7,0,,0.3,13.5,1,1,
2,2019-01-10 17:40:17,2019-01-10 17:45:49,N,1,33,65,2,.72,5.5,1,0.5,0,0,,0.3,7.3,2,1,
2,2019-01-10 18:00:42,2019-01-10 18:04:57,N,1,33,33,2,.67,4.5,1,0.5,3.08,0,,0.3,9.38,1,1,
2,2019-01-10 17:29:57,2019-01-10 17:46:41,N,1,62,106,1,2.29,12,1,0.5,0,0,,0.3,13.8,1,1,
2,2019-01-10 17:46:05,2019-01-10 18:40:30,N,1,91,137,1,16.27,52.5,1,0.5,0,5.76,,0.3,60.06,1,1,
2,2019-01-10 17:27:36,2019-01-10 17:35:55,N,5,28,130,1,.62,12,0,0,0,0,,0,12,2,2,
2,2019-01-10 17:06:16,2019-01-10 17:14:20,N,1,134,93,1,1.67,7.5,1,0.5,0,0,,0.3,9.3,2,1,
2,2019-01-10 17:29:36,2019-01-10 17:38:08,N,1,75,236,1,.62,6.5,1,0.5,2,0,,0.3,10.3,1,1,
2,2019-01-10 17:46:06,2019-01-10 17:59:09,N,1,75,152,1,2.80,12,1,0.5,2.76,0,,0.3,16.56,1,1,
2,2019-01-10 17:51:12,2019-01-10 18:00:21,N,1,116,42,1,1.63,8,1,0.5,1.96,0,,0.3,11.76,1,1,
2,2019-01-10 18:05:32,2019-01-10 18:13:08,N,1,41,24,1,.99,6.5,1,0.5,1.66,0,,0.3,9.96,1,1,
2,2019-01-10 17:35:57,2019-01-10 17:54:51,N,1,95,9,1,7.19,21.5,1,0.5,0,0,,0.3,23.3,2,1,
2,2019-01-10 17:40:12,2019-01-10 18:09:12,N,1,75,170,1,3.99,20,1,0.5,4.36,0,,0.3,26.16,1,1,
2,2019-01-10 17:23:42,2019-01-10 17:28:28,N,1,134,197,1,.60,5,1,0.5,0,0,,0.3,6.8,2,1,
2,2019-01-10 17:55:24,2019-01-10 17:59:39,N,1,134,28,1,.49,4.5,1,0.5,0,0,,0.3,6.3,2,1,
2,2019-01-10 17:33:21,2019-01-10 17:44:04,N,1,21,123,5,1.20,8.5,1,0.5,0,0,,0.3,10.3,1,1,
2,2019-01-10 17:17:43,2019-01-10 17:44:37,N,1,181,85,1,2.69,17.5,1,0.5,0,0,,0.3,19.3,1,1,
2,2019-01-10 17:48:13,2019-01-10 17:55:34,N,1,85,188,1,1.22,7,1,0.5,0,0,,0.3,8.8,2,1,
2,2019-01-10 17:40:55,2019-01-10 17:45:57,N,1,134,134,1,.67,5,1,0.5,1.36,0,,0.3,8.16,1,1,
2,2019-01-10 17:10:45,2019-01-10 17:19:30,N,1,244,243,1,1.13,7.5,1,0.5,0,0,,0.3,9.3,2,1,
2,2019-01-10 17:33:05,2019-01-10 17:45:42,N,1,166,42,1,2.25,10,1,0.5,0,0,,0.3,11.8,2,1,
2,2019-01-10 17:04:58,2019-01-10 17:18:39,N,1,182,212,1,.85,9.5,1,0.5,0,0,,0.3,11.3,1,1,
2,2019-01-10 17:26:36,2019-01-10 17:39:57,N,1,95,196,1,1.52,10,1,0.5,0,0,,0.3,11.8,2,1,
2,2019-01-10 18:01:33,2019-01-10 18:08:49,N,1,95,95,1,1.01,6.5,1,0.5,1.66,0,,0.3,9.96,1,1,
2,2019-01-10 17:47:07,2019-01-10 18:00:57,N,1,83,138,1,4.24,15,1,0.5,3.36,0,,0.3,20.16,1,1,
1,2019-01-10 17:52:18,2019-01-10 18:00:13,N,1,256,80,1,1.10,7,1,0.5,0,0,,0.3,8.8,1,1,
2,2019-01-10 17:49:57,2019-01-10 17:55:48,N,1,7,7,3,.68,5.5,1,0.5,1.46,0,,0.3,8.76,1,1,
2,2019-01-10 17:17:35,2019-01-10 17:25:08,N,1,226,83,1,1.32,7,1,0.5,0,0,,0.3,8.8,2,1,
2,2019-01-10 17:08:24,2019-01-10 18:00:41,N,1,256,160,1,7.07,35,1,0.5,0,0,,0.3,36.8,1,1,
1,2019-01-10 17:17:04,2019-01-10 17:27:44,N,1,97,97,1,.90,8,1,0.5,0,0,,0.3,9.8,1,1,
1,2019-01-10 17:48:15,2019-01-10 18:03:11,N,1,65,181,1,1.70,11,1,0.5,2.55,0,,0.3,15.35,1,1,
2,2019-01-10 17:45:37,2019-01-10 18:06:24,N,1,244,166,1,2.92,15.5,1,0.5,3.46,0,,0.3,20.76,1,1,
2,2019-01-10 17:21:14,2019-01-10 17:43:09,N,1,65,17,1,2.37,14.5,1,0.5,0,0,,0.3,16.3,2,1,
2,2019-01-10 18:00:15,2019-01-10 18:44:02,N,5,49,71,1,4.53,17.32,0,0.5,0,0,,0,17.82,1,2,
1,2019-01-10 17:08:43,2019-01-10 17:15:42,N,1,74,41,1,.80,6,1,0.5,0,0,,0.3,7.8,2,1,
1,2019-01-10 17:43:11,2019-01-10 18:40:31,N,1,74,236,1,2.20,24.5,1,0.5,0,0,,0.3,26.3,2,1,
2,2019-01-10 17:38:25,2019-01-10 17:48:05,N,1,82,138,1,3.10,11.5,1,0.5,2.66,0,,0.3,15.96,1,1,
2,2019-01-10 16:55:16,2019-01-10 17:02:16,N,1,41,116,1,1.16,7,1,0.5,2.2,0,,0.3,11,1,1,
2,2019-01-10 17:25:12,2019-01-10 17:34:04,N,1,69,159,1,.89,7,1,0.5,0,0,,0.3,8.8,2,1,
2,2019-01-10 17:26:29,2019-01-10 17:29:34,N,1,223,223,1,.70,4.5,1,0.5,1.26,0,,0.3,7.56,1,1,
2,2019-01-10 17:49:14,2019-01-10 18:18:53,N,1,223,229,1,4.22,20,1,0.5,0,0,,0.3,21.8,2,1,
1,2019-01-10 17:32:53,2019-01-10 17:41:32,N,1,74,75,1,1.00,7,1,0.5,0,0,,0.3,8.8,2,1,
1,2019-01-10 17:07:14,2019-01-10 17:17:54,N,1,74,263,1,1.90,9,1,0.5,2.15,0,,0.3,12.95,1,1,
1,2019-01-10 17:23:38,2019-01-10 17:38:36,N,1,75,141,1,2.40,11.5,1,0.5,0,0,,0.3,13.3,2,1,
2,2019-01-10 17:18:38,2019-01-10 17:37:30,N,1,256,49,1,1.58,12.5,1,0.5,0,0,,0.3,14.3,1,1,
2,2019-01-10 17:40:48,2019-01-11 17:37:30,N,1,49,71,1,3.90,19.5,1,0.5,0,0,,0.3,21.3,2,1,
2,2019-01-10 17:42:52,2019-01-10 17:50:06,N,1,41,42,1,1.49,7.5,1,0.5,0,0,,0.3,9.3,2,1,
2,2019-01-10 17:52:06,2019-01-10 18:32:17,N,1,76,37,1,4.16,24.5,1,0.5,0,0,,0.3,26.3,1,1,
2,2019-01-10 17:13:33,2019-01-10 17:31:10,N,1,254,185,1,4.61,17.5,1,0.5,0,0,,0.3,19.3,2,1,
2,2019-01-10 17:31:59,2019-01-10 17:59:15,N,1,66,227,1,5.96,20.5,1,0.5,4.46,0,,0.3,26.76,1,1,
1,2019-01-10 17:15:24,2019-01-10 17:19:18,N,1,43,238,1,.80,5,1,0.5,0,0,,0.3,6.8,2,1,
1,2019-01-10 17:35:36,2019-01-10 18:10:34,N,1,75,57,1,11.10,35,1,0.5,1,5.76,,0.3,43.56,1,1,
2,2019-01-10 17:01:42,2019-01-10 17:20:41,N,1,166,48,2,3.94,15.5,1,0.5,4.32,0,,0.3,21.62,1,1,
1,2019-01-10 17:30:36,2019-01-10 17:38:19,N,1,210,210,1,1.50,7.5,1,0.5,1.85,0,,0.3,11.15,1,1,
2,2019-01-10 17:58:42,2019-01-10 18:41:10,N,5,89,77,1,5.22,19.26,0,0.5,0,0,,0,19.76,1,2,
2,2019-01-10 17:19:18,2019-01-10 18:02:24,N,1,181,29,1,8.68,32,1,0.5,10.14,0,,0.3,43.94,1,1,
2,2019-01-10 17:29:40,2019-01-10 18:09:05,N,1,197,3,1,13.36,41.5,1,0.5,0,5.76,,0.3,49.06,1,1,
2,2019-01-10 17:33:16,2019-01-10 17:41:45,N,1,193,145,1,1.40,7.5,1,0.5,1.86,0,,0.3,13.11,1,1,
2,2019-01-10 17:28:07,2019-01-10 17:39:48,N,1,130,216,1,1.86,10,1,0.5,0,0,,0.3,11.8,1,1,
2,2019-01-10 17:21:12,2019-01-10 17:43:07,N,1,7,173,5,4.09,17,1,0.5,0,0,,0.3,18.8,2,1,
2,2019-01-10 17:08:29,2019-01-10 17:32:35,N,1,146,138,1,4.08,18,1,0.5,3.96,0,,0.3,23.76,1,1,
2,2019-01-10 17:03:55,2019-01-10 17:05:38,N,1,181,181,1,.20,3,1,0.5,0,0,,0.3,4.8,2,1,
2,2019-01-10 17:13:12,2019-01-10 17:45:01,N,1,181,112,1,6.21,24,1,0.5,0,0,,0.3,25.8,2,1,
2,2019-01-10 17:10:19,2019-01-10 17:50:47,N,5,97,222,1,6.29,23.83,0,0.5,0,0,,0,24.33,1,2,
2,2019-01-10 17:40:35,2019-01-10 17:49:36,N,1,188,62,1,1.00,7.5,1,0.5,0,0,,0.3,9.3,1,1,
2,2019-01-10 18:02:21,2019-01-10 18:12:52,N,1,61,35,1,1.51,8.5,1,0.5,0,0,,0.3,10.3,2,1,
2,2019-01-10 17:39:23,2019-01-10 17:47:13,N,1,95,134,1,1.14,7,1,0.5,1.76,0,,0.3,10.56,1,1,
